GeneId	GeneName	log2FoldChange	pvalue	padj	stat	ENSEMBL
18	ABAT	0.0277806900831514	0.84614937120384	0.963051815515841	0.194033857516794	ENSG00000183044
19	ABCA1	-0.0615049021593271	0.569897053272141	0.884929044190143	-0.568203119844807	ENSG00000165029
10349	ABCA10	0.169344077013404	0.650043796135728	0.909172399839141	0.453701348604279	ENSG00000154263
79963	ABCA11P	0.542139181189669	0.20621943636019	0.658522873382749	1.26402950689609	ENSG00000251595
26154	ABCA12	0.0081353011863371	0.940911620128581	0.988304286128398	0.0741241236928762	ENSG00000144452
154664	ABCA13	-0.372503467102863	0.278632457886127	0.725738948601794	-1.08339652400381	ENSG00000179869
650655	ABCA17P	NA	NA	NA	NA	ENSG00000238098
20	ABCA2	-0.00557190051509278	0.975747007549711	0.99405257554809	-0.0304013006726992	ENSG00000107331
21	ABCA3	0.173138034630997	0.74273786716492	0.936993952404735	0.328229866830076	ENSG00000167972
24	ABCA4	0.0984808167357009	0.886094088818351	NA	0.143248295473802	ENSG00000198691
23461	ABCA5	-0.368051503151513	0.134111849819751	0.563274682395372	-1.49808237448771	ENSG00000154265
23460	ABCA6	0.611671057004932	0.555798453002768	NA	0.589093649826396	ENSG00000154262
10347	ABCA7	0.087493843463183	0.599063295334891	0.895838595602458	0.525748018957152	ENSG00000064687
10351	ABCA8	1.56622570983538	0.540537118754272	NA	0.612000965521761	ENSG00000141338
10350	ABCA9	-0.242695775925922	0.692689668781642	0.919697397056634	-0.395207621016435	ENSG00000154258
5243	ABCB1	-1.1184106126563	0.784016624778764	NA	-0.274088482366288	ENSG00000085563
23456	ABCB10	0.159894443733847	0.381365144795136	0.801006854331778	0.875383738520089	ENSG00000135776
8647	ABCB11	-0.552850693379631	0.2683644713057	0.717053131905229	-1.10683685364889	ENSG00000073734
8647	ABCB11	-0.552850693379631	0.2683644713057	0.717053131905229	-1.10683685364889	ENSG00000276582
5244	ABCB4	0.0492900575214545	0.989093395950142	NA	0.0136698267673147	ENSG00000005471
340273	ABCB5	NA	NA	NA	NA	ENSG00000004846
10058	ABCB6	-0.220089655502228	0.108022596353337	0.519001637345209	-1.60714485162049	ENSG00000115657
22	ABCB7	-0.0617576403716747	0.680888110529282	0.916363677539688	-0.411251524887706	ENSG00000131269
11194	ABCB8	0.28995768327789	0.133634683685659	0.562926720567716	1.49992170964486	ENSG00000197150
23457	ABCB9	-0.0640620170680258	0.819235444642996	0.957322972027495	-0.228528445716476	ENSG00000150967
4363	ABCC1	0.0521844062309914	0.579489789957744	0.88838094814903	0.554130131864869	ENSG00000103222
4363	ABCC1	0.0521844062309914	0.579489789957744	0.88838094814903	0.554130131864869	ENSG00000278183
89845	ABCC10	0.141138088069182	0.330347028259029	0.769509523989173	0.973415117841178	ENSG00000124574
85320	ABCC11	-1.19976096131645	0.0960092645880879	NA	-1.66451645946578	ENSG00000121270
94160	ABCC12	NA	NA	NA	NA	ENSG00000140798
150000	ABCC13	NA	NA	NA	NA	ENSG00000243064
1244	ABCC2	-0.628094229288298	0.18713477619574	0.636861094120997	-1.31910271333026	ENSG00000023839
8714	ABCC3	0.268904860582381	0.0763357644905638	0.456152193778017	1.77235428990429	ENSG00000108846
10257	ABCC4	-0.257503824256634	0.182268579532137	0.631205058124208	-1.33380253639377	ENSG00000125257
10057	ABCC5	0.0411855135641634	0.682390584441357	0.916962347843074	0.40920314792086	ENSG00000114770
100873982	ABCC5-AS1	-1.1184106126563	0.784016624778764	NA	-0.274088482366288	ENSG00000223882
368	ABCC6	0.921676984101737	0.552707207570457	NA	0.593708334589657	ENSG00000091262
368	ABCC6	0.921676984101737	0.552707207570457	NA	0.593708334589657	ENSG00000275331
653190	ABCC6P1	NA	NA	NA	NA	ENSG00000256340
730013	ABCC6P2	NA	NA	NA	NA	ENSG00000255277
6833	ABCC8	NA	NA	NA	NA	ENSG00000006071
10060	ABCC9	-0.376299843241663	0.255136054649719	0.702433199391694	-1.1379627077041	ENSG00000069431
215	ABCD1	-0.228383997125808	0.371163648716722	0.795499693028905	-0.894295795955911	ENSG00000101986
225	ABCD2	1.32343184057233	0.619556484477611	NA	0.496479021991056	ENSG00000173208
5825	ABCD3	-0.308070256834564	0.0639905540573647	0.420424248097593	-1.85224566553828	ENSG00000117528
5826	ABCD4	-0.0866560724470923	0.572516128285155	0.885612248492604	-0.564349752192284	ENSG00000119688
6059	ABCE1	-0.20787401565548	0.490444362295837	0.849900478761109	-0.689602233715269	ENSG00000164163
23	ABCF1	0.188493789588565	0.0460758575642489	0.364625371502833	1.99469772599468	ENSG00000204574
23	ABCF1	0.188493789588565	0.0460758575642489	0.364625371502833	1.99469772599468	ENSG00000206490
23	ABCF1	0.188493789588565	0.0460758575642489	0.364625371502833	1.99469772599468	ENSG00000236149
23	ABCF1	0.188493789588565	0.0460758575642489	0.364625371502833	1.99469772599468	ENSG00000236342
23	ABCF1	0.188493789588565	0.0460758575642489	0.364625371502833	1.99469772599468	ENSG00000225989
23	ABCF1	0.188493789588565	0.0460758575642489	0.364625371502833	1.99469772599468	ENSG00000232169
23	ABCF1	0.188493789588565	0.0460758575642489	0.364625371502833	1.99469772599468	ENSG00000231129
10061	ABCF2	0.230034831022597	0.0203408522420941	0.236921557619809	2.32000046390244	ENSG00000033050
55324	ABCF3	0.0820772926847724	0.464994611092231	0.836488281492502	0.730647302879192	ENSG00000161204
9619	ABCG1	0.256163239945397	0.0758847336796158	0.454961149755455	1.77507966760416	ENSG00000160179
9429	ABCG2	0.0623607224481906	0.863637962025036	0.968749823241034	0.171745056590311	ENSG00000118777
64137	ABCG4	-0.776830699920201	0.367729130763734	NA	-0.900735195537474	ENSG00000172350
64240	ABCG5	NA	NA	NA	NA	ENSG00000138075
64241	ABCG8	NA	NA	NA	NA	ENSG00000143921
84696	ABHD1	1.24637340821534	0.290201466261461	NA	1.05767975895491	ENSG00000143994
55347	ABHD10	-0.453683823736483	0.0201647900624818	0.235556948762993	-2.32326743552177	ENSG00000144827
83451	ABHD11	0.0329893186970703	0.878839261530239	0.971576915769841	0.152440822586058	ENSG00000106077
26090	ABHD12	-0.0657211206679567	0.66832842047781	0.914276872033493	-0.428443279753519	ENSG00000100997
145447	ABHD12B	0.0409527131011981	0.99039477952027	NA	0.0120386494046862	ENSG00000131969
84945	ABHD13	-0.576988927764788	0.0100174704174259	0.155073770198165	-2.57522566765024	ENSG00000139826
25864	ABHD14A	-0.220744968943625	0.582985427126545	0.890171333745342	-0.549029176583955	ENSG00000248487
100526760	ABHD14A-ACY1	NA	NA	NA	NA	ENSG00000114786
84836	ABHD14B	-0.0967208412940183	0.497712000545825	0.852641849285773	-0.678094148611494	ENSG00000114779
116236	ABHD15	0.050335028005786	0.78640072286911	0.949990974905261	0.270987400369063	ENSG00000168792
7920	ABHD16A	0.114605643026237	0.415933936832182	0.812750375295241	0.813495654320791	ENSG00000204427
7920	ABHD16A	0.114605643026237	0.415933936832182	0.812750375295241	0.813495654320791	ENSG00000230475
7920	ABHD16A	0.114605643026237	0.415933936832182	0.812750375295241	0.813495654320791	ENSG00000236063
7920	ABHD16A	0.114605643026237	0.415933936832182	0.812750375295241	0.813495654320791	ENSG00000235676
7920	ABHD16A	0.114605643026237	0.415933936832182	0.812750375295241	0.813495654320791	ENSG00000206403
7920	ABHD16A	0.114605643026237	0.415933936832182	0.812750375295241	0.813495654320791	ENSG00000224552
7920	ABHD16A	0.114605643026237	0.415933936832182	0.812750375295241	0.813495654320791	ENSG00000231488
140701	ABHD16B	-2.1594846436502	0.563853446205427	NA	-0.577127325679839	ENSG00000183260
11057	ABHD2	-0.240819617071722	0.013563067117269	0.187893898621104	-2.46863186202259	ENSG00000140526
171586	ABHD3	-0.361400153551214	0.110392598268083	0.523753803491463	-1.59643100575044	ENSG00000158201
63874	ABHD4	-0.13622446853791	0.210369463533678	0.664683290496057	-1.25255015788163	ENSG00000100439
51099	ABHD5	-0.228251594430223	0.118981817331115	0.537175339655474	-1.55906153168455	ENSG00000011198
57406	ABHD6	-0.372204356102599	0.100615085182478	0.507183120413334	-1.64187898814108	ENSG00000163686
79575	ABHD8	0.217628918304698	0.513001827163168	0.862056491318335	0.654170713997865	ENSG00000127220
10006	ABI1	0.0772978864048967	0.418083677238987	0.814509560869783	0.809750343565875	ENSG00000136754
10152	ABI2	-0.190409798773183	0.192632689481953	0.644225865662363	-1.30283034198328	ENSG00000138443
51225	ABI3	NA	NA	NA	NA	ENSG00000108798
25890	ABI3BP	-0.33266861779109	0.493376421630915	0.852150436266352	-0.684948496665377	ENSG00000154175
25	ABL1	0.262932315368779	0.0205782399382325	0.238661745292154	2.31563438182576	ENSG00000097007
27	ABL2	0.041090217816134	0.692763966276246	0.919697397056634	0.395106941413885	ENSG00000143322
3983	ABLIM1	-0.295721958358351	0.00196248103388114	0.0539997361547523	-3.09585227814965	ENSG00000099204
84448	ABLIM2	-0.248857799194013	0.715761047690249	NA	-0.36412984987119	ENSG00000163995
22885	ABLIM3	0.147007399472216	0.118728530893294	0.536826050437772	1.56013267712698	ENSG00000173210
28	ABO	-0.0873353088503711	0.690241465754633	0.918684120443962	-0.398527399128168	ENSG00000175164
28	ABO	-0.0873353088503711	0.690241465754633	0.918684120443962	-0.398527399128168	ENSG00000281879
29	ABR	0.291386878752354	0.00775532037397824	0.134646278620285	2.66254064128314	ENSG00000159842
29	ABR	0.291386878752354	0.00775532037397824	0.134646278620285	2.66254064128314	ENSG00000278741
29	ABR	0.291386878752354	0.00775532037397824	0.134646278620285	2.66254064128314	ENSG00000276016
137735	ABRA	NA	NA	NA	NA	ENSG00000174429
58527	ABRACL	-0.154049188283549	0.248544587396777	0.696044412789377	-1.15389166348937	ENSG00000146386
29777	ABT1	-0.069443832240914	0.631166647127199	0.903305419691211	-0.480085431213688	ENSG00000146109
80325	ABTB1	-0.303052249568731	0.288918291420508	0.734512939947739	-1.06049757763377	ENSG00000114626
25841	ABTB2	0.250963579816143	0.160659174848286	0.604495033867645	1.40285804192298	ENSG00000166016
30	ACAA1	0.167976397027635	0.109322629864764	0.522527326887481	1.60124516094301	ENSG00000060971
10449	ACAA2	-0.127949673088867	0.547634208090741	0.87634621774905	-0.601308982194354	ENSG00000167315
31	ACACA	0.120386052914904	0.187964795884866	0.637369603230847	1.31662368417801	ENSG00000278540
31	ACACA	0.120386052914904	0.187964795884866	0.637369603230847	1.31662368417801	ENSG00000275176
32	ACACB	-0.627134170393355	0.168602132378362	0.614669360131753	-1.37670933201329	ENSG00000076555
80724	ACAD10	-0.0269047185746631	0.876206354147665	0.971576915769841	-0.155780103631342	ENSG00000111271
84129	ACAD11	0.014774017603573	0.976583216374007	0.99405257554809	0.0293528004222511	ENSG00000240303
27034	ACAD8	0.253744075917003	0.111430500197029	0.526327625691192	1.59179621813258	ENSG00000151498
28976	ACAD9	0.0792368894878149	0.472704826024392	0.842639558399951	0.718085084932341	ENSG00000177646
33	ACADL	-0.609738970916428	0.415173711875745	NA	-0.814822863176708	ENSG00000115361
34	ACADM	-0.148420571493195	0.245896824482697	0.694388909997327	-1.16037336911492	ENSG00000117054
35	ACADS	-0.377445849167371	0.361193704989702	0.788688236778891	-0.913092860397852	ENSG00000122971
36	ACADSB	-0.24888269534681	0.167462139540094	0.612905946194265	-1.38040448662366	ENSG00000196177
37	ACADVL	0.108085323535196	0.279885859310667	0.726671672899639	1.08057578386789	ENSG00000072778
176	ACAN	NA	NA	NA	NA	ENSG00000157766
9744	ACAP1	-0.196616521329186	0.739782129820541	0.936495326733886	-0.332141877266205	ENSG00000072818
9744	ACAP1	-0.196616521329186	0.739782129820541	0.936495326733886	-0.332141877266205	ENSG00000288169
23527	ACAP2	-0.232101108429383	0.0439064856933397	0.35784382395584	-2.01498247178195	ENSG00000114331
116983	ACAP3	0.00408193421608775	0.97925367802809	0.994656966542676	0.0260045892121815	ENSG00000131584
38	ACAT1	-0.061738940029519	0.619389125249163	0.900362701683467	-0.496716301437142	ENSG00000075239
39	ACAT2	0.25459490465603	0.0246024591776997	0.262461965090488	2.24758822383262	ENSG00000120437
64746	ACBD3	0.0250795714885775	0.809492655545413	0.955888101823971	0.24108059072611	ENSG00000182827
79777	ACBD4	-0.19264982405687	0.482452704783876	0.846604491764909	-0.702363174441675	ENSG00000181513
91452	ACBD5	-0.0285864978256705	0.831261377474889	0.960673449979179	-0.213084085571246	ENSG00000107897
84320	ACBD6	-0.219011936104309	0.0703798044919405	0.440322926337375	-1.80945848308528	ENSG00000230124
414149	ACBD7	-0.890514254474111	0.240018795348652	NA	-1.17493981450041	ENSG00000176244
84680	ACCS	-0.165945902687189	0.585987347940095	0.891125644978745	-0.544660047128854	ENSG00000110455
390110	ACCSL	NA	NA	NA	NA	ENSG00000205126
65057	ACD	0.196575491340174	0.268251884485721	0.716954542450286	1.10709724977563	ENSG00000102977
1636	ACE	-0.135149549857629	0.886233346415012	NA	-0.143071964247013	ENSG00000159640
59272	ACE2	0.308834005627677	0.307410041367152	0.749813878232758	1.02067162708385	ENSG00000130234
125981	ACER1	2.14370970843045	0.549214728980884	NA	0.598937251711202	ENSG00000167769
340485	ACER2	-0.521911576546539	0.00683363097447594	0.124405266769026	-2.70484479443205	ENSG00000177076
55331	ACER3	-0.0793767827460223	0.694443268539379	0.919928012811975	-0.392832405644511	ENSG00000078124
43	ACHE	-0.229112214818032	0.697860263315957	0.920061844946994	-0.388210500199482	ENSG00000087085
22985	ACIN1	0.0729476628940536	0.406985963124103	0.811286762867532	0.829209335823776	ENSG00000100813
47	ACLY	0.298464770926485	0.000633768591182322	0.0229015716518503	3.4167353409009	ENSG00000131473
130013	ACMSD	NA	NA	NA	NA	ENSG00000153086
48	ACO1	0.148325623682779	0.157802936978908	0.602917781826738	1.4124995028208	ENSG00000122729
50	ACO2	0.147443078891173	0.153064472492905	0.595432709629499	1.42879044566594	ENSG00000100412
641371	ACOT1	-0.0930170954313858	0.877538016315733	0.971576915769841	-0.15409095963339	ENSG00000184227
26027	ACOT11	0.0696822342087063	0.770968948849542	0.946023110202282	0.291107702931055	ENSG00000162390
134526	ACOT12	NA	NA	NA	NA	ENSG00000172497
55856	ACOT13	0.0322472348668236	0.785436855990067	0.949855020559359	0.27224082115169	ENSG00000112304
10965	ACOT2	-0.0362032254400364	0.888488225565458	0.974224470714535	-0.140217398659772	ENSG00000119673
122970	ACOT4	0.324925125812919	0.783682385085898	NA	0.274523449998835	ENSG00000177465
641372	ACOT6	NA	NA	NA	NA	ENSG00000205669
11332	ACOT7	0.220106483948734	0.127136564780417	0.550147407752569	1.52549144890761	ENSG00000097021
10005	ACOT8	-0.0172714477697533	0.930459876221374	0.98497234464523	-0.0872662550626167	ENSG00000101473
23597	ACOT9	0.170345142167733	0.12319405754715	0.545360110935437	1.54150446307849	ENSG00000123130
51	ACOX1	0.058503219650238	0.578346384326262	0.887812196564817	0.555801756916297	ENSG00000161533
8309	ACOX2	0.18123782386201	0.940682341537199	NA	0.0744122753875883	ENSG00000168306
8310	ACOX3	0.16370074824612	0.396145043852768	0.807844992538102	0.848526099035656	ENSG00000087008
55289	ACOXL	0.429574906463158	0.747151051082147	NA	0.322398195511837	ENSG00000153093
52	ACP1	0.0313149942791157	0.782602475917139	0.948623507341713	0.275929160855919	ENSG00000143727
53	ACP2	0.275967221481527	0.139645886323181	0.571670847245764	1.47711099653902	ENSG00000134575
54	ACP5	-0.134012910427717	0.272937757269792	0.720956933301737	-1.09632229197214	ENSG00000102575
51205	ACP6	0.00894354255822566	0.952561972004818	0.99037056747914	0.0594898219790071	ENSG00000162836
55	ACPP	0.0157574736701788	0.976791745891042	0.99405257554809	0.0290913358174492	ENSG00000014257
49	ACR	0.707947378463969	0.861735799635721	NA	0.174164989092155	ENSG00000100312
49	ACR	0.707947378463969	0.861735799635721	NA	0.174164989092155	ENSG00000283539
84519	ACRBP	-1.41696492991628	0.0744674404854181	NA	-1.7837306667567	ENSG00000111644
56	ACRV1	NA	NA	NA	NA	ENSG00000134940
23205	ACSBG1	0.707947378463969	0.861735799635721	NA	0.174164989092155	ENSG00000103740
81616	ACSBG2	NA	NA	NA	NA	ENSG00000130377
80221	ACSF2	-0.0865569696024655	0.39718806508987	0.808597525349256	-0.846653893190756	ENSG00000167107
197322	ACSF3	0.082711866103467	0.658390848608834	0.911740991324338	0.442135925962941	ENSG00000176715
2180	ACSL1	-0.328213371992937	0.000481322197591012	0.0183898802691063	-3.49094118558656	ENSG00000151726
2181	ACSL3	-0.0950486931926438	0.348688023230283	0.779039657315329	-0.937137132104329	ENSG00000123983
2182	ACSL4	-0.0457845858838482	0.686164807302081	0.918012912022718	-0.404065155445501	ENSG00000068366
51703	ACSL5	0.221895984841784	0.721890483271187	NA	0.355933344940393	ENSG00000197142
23305	ACSL6	-0.766269698294418	0.604687131260342	NA	-0.517672008624457	ENSG00000164398
116285	ACSM1	-0.0383409213373881	0.97098193110875	NA	-0.0363767771025913	ENSG00000166743
123876	ACSM2A	NA	NA	NA	NA	ENSG00000183747
348158	ACSM2B	NA	NA	NA	NA	ENSG00000066813
6296	ACSM3	-0.74745139946291	0.259736364825009	NA	-1.12701446596165	ENSG00000005187
341392	ACSM4	NA	NA	NA	NA	ENSG00000215009
54988	ACSM5	NA	NA	NA	NA	ENSG00000183549
84532	ACSS1	-0.713553158518495	0.109674363332555	0.522865683137381	-1.59965849863168	ENSG00000154930
55902	ACSS2	0.17679685824069	0.159195432865845	0.603456085899823	1.40778267209042	ENSG00000131069
79611	ACSS3	0.604133476363268	0.68208870257328	NA	0.40961457629405	ENSG00000111058
58	ACTA1	-0.868440836863864	0.774708622125831	NA	-0.286221311356461	ENSG00000143632
59	ACTA2	-0.158649721740719	0.329829400896052	0.769238593030704	-0.974457561552996	ENSG00000107796
60	ACTB	0.201947093660043	0.0232812077294115	0.255539477703339	2.26878821921136	ENSG00000075624
345651	ACTBL2	0.686512529040984	0.196873564445528	0.647093740452876	1.29051022366242	ENSG00000169067
70	ACTC1	NA	NA	NA	NA	ENSG00000159251
71	ACTG1	0.210167709997896	0.0650427955769172	0.424547561771641	1.84496386274359	ENSG00000184009
648740	ACTG1P4	-0.376118612070572	0.886867944271304	NA	-0.142268477833358	NA
72	ACTG2	NA	NA	NA	NA	ENSG00000163017
170487	ACTL10	0.399601913059631	0.659236764162001	NA	0.440967170424936	ENSG00000182584
86	ACTL6A	0.0529942677502748	0.649300937863843	0.908953385147612	0.454733554471488	ENSG00000136518
51412	ACTL6B	NA	NA	NA	NA	ENSG00000077080
10881	ACTL7A	NA	NA	NA	NA	ENSG00000187003
10880	ACTL7B	NA	NA	NA	NA	ENSG00000148156
81569	ACTL8	NA	NA	NA	NA	ENSG00000117148
284382	ACTL9	NA	NA	NA	NA	ENSG00000181786
87	ACTN1	0.474649861599284	5.92513161547607e-05	0.00317338410673511	4.01577280133865	ENSG00000072110
161159	ACTN1-AS1	-0.253375534842578	0.949119074589233	NA	-0.0638130656382569	ENSG00000259062
88	ACTN2	1.78983813373736	0.657757325264172	NA	0.443011626343746	ENSG00000077522
89	ACTN3	-1.11841061265629	0.784016624778764	NA	-0.274088482366288	ENSG00000248746
81	ACTN4	0.0437910424201772	0.7159656725726	0.926346724289387	0.363855826003996	ENSG00000130402
81	ACTN4	0.0437910424201772	0.7159656725726	0.926346724289387	0.363855826003996	ENSG00000282844
55860	ACTR10	-0.0309948477072543	0.779918360610558	0.948376299639658	-0.279425426154637	ENSG00000131966
10121	ACTR1A	0.150944329548918	0.125578296198864	0.547004615663532	1.53177366767452	ENSG00000138107
10120	ACTR1B	0.079423797862936	0.564998704077573	0.884519775792205	0.575432685250218	ENSG00000115073
10097	ACTR2	-0.0845099232250501	0.424530534883483	0.8187236611941	-0.798585953904015	ENSG00000138071
10096	ACTR3	0.0901155114187844	0.333162116427107	0.771157052005941	0.967764261015185	ENSG00000115091
57180	ACTR3B	0.0129092013513085	0.967307545905216	0.993007968137577	0.04098538656498	ENSG00000133627
440888	ACTR3BP2	NA	NA	NA	NA	NA
399746	ACTR3BP5	NA	NA	NA	NA	NA
653857	ACTR3C	-0.406430131570455	0.417428713938444	0.814118863230539	-0.810890225600229	ENSG00000106526
79913	ACTR5	0.0141261849208348	0.950445688828107	0.989764519344934	0.0621471003224808	ENSG00000101442
64431	ACTR6	-0.262863712998091	0.634943473446715	0.905072299107706	-0.474780443681754	ENSG00000075089
93973	ACTR8	0.127737195633868	0.34662697701825	0.778596488164752	0.941151987810031	ENSG00000113812
139741	ACTRT1	NA	NA	NA	NA	ENSG00000123165
140625	ACTRT2	NA	NA	NA	NA	ENSG00000169717
84517	ACTRT3	0.498311370840974	0.107209613209236	0.517672417861048	1.6108628752739	ENSG00000184378
90	ACVR1	-0.318874165127818	0.0223814316402126	0.250943958306196	-2.28383156801662	ENSG00000115170
91	ACVR1B	0.0555582092739484	0.651187777702824	0.910018769802491	0.452112724007905	ENSG00000135503
130399	ACVR1C	-2.02401050076696	0.0379928979524502	NA	-2.07493134726092	ENSG00000123612
92	ACVR2A	-0.258799130480634	0.214633949631321	0.670039941120727	-1.24092366487102	ENSG00000121989
93	ACVR2B	-0.348020366086772	0.144090047768477	0.580472902309743	-1.46072819666214	ENSG00000114739
100128640	ACVR2B-AS1	0.328401306144308	0.738779842826581	NA	0.333469587232648	ENSG00000229589
94	ACVRL1	0.707947378463969	0.861735799635721	NA	0.174164989092155	ENSG00000139567
95	ACY1	-0.437804104630028	0.685663654624217	NA	-0.404746776771006	ENSG00000243989
91703	ACY3	-2.22818666656987	0.549869773277445	NA	-0.597955279306864	ENSG00000132744
97	ACYP1	0.0690155946618132	0.811671089774061	0.955958508623268	0.238270771205524	ENSG00000119640
98	ACYP2	-0.447401558946866	0.181484425401646	0.631205058124208	-1.33619842604802	ENSG00000170634
100	ADA	0.146337068895588	0.317527904929895	0.757558122910703	0.999550879017321	ENSG00000196839
132612	ADAD1	NA	NA	NA	NA	ENSG00000164113
161931	ADAD2	-2.82322481886592	0.365626568624207	NA	-0.904695796510056	ENSG00000140955
161823	ADAL	-0.153779507659018	0.561463201281044	0.883277475186033	-0.580669530042438	ENSG00000168803
102	ADAM10	-0.189020095166408	0.0801357198672326	0.466240655309016	-1.74989913569575	ENSG00000137845
4185	ADAM11	-1.99372535563686	0.366417641524422	NA	-0.90320398834138	ENSG00000073670
8038	ADAM12	0.335101485827744	0.311777345258057	0.754880025062561	1.01149965689264	ENSG00000148848
8751	ADAM15	0.0352253101261864	0.757252661218298	0.942109320401942	0.309090531934879	ENSG00000143537
6868	ADAM17	0.0011191806820345	0.99133060738031	0.997818046542627	0.0108656861345718	ENSG00000151694
8749	ADAM18	NA	NA	NA	NA	ENSG00000168619
8749	ADAM18	NA	NA	NA	NA	ENSG00000278548
8728	ADAM19	0.330410411642504	0.00203131895544797	0.0553857579738848	3.08561464789085	ENSG00000135074
8759	ADAM1A	0.312987120690885	0.293883993103506	0.737784806465998	1.04963927397277	NA
2515	ADAM2	NA	NA	NA	NA	ENSG00000104755
2515	ADAM2	NA	NA	NA	NA	ENSG00000276286
8748	ADAM20	0.80901583026405	0.697065679361095	NA	0.389284529288026	ENSG00000134007
317760	ADAM20P1	-0.015352141414485	0.983074105102823	NA	-0.0212150546607346	ENSG00000259158
8747	ADAM21	0.0483839880216135	0.909851825353459	0.980522648469811	0.113225442267915	ENSG00000139985
145241	ADAM21P1	0.744838844782404	0.5782411810183	NA	0.555955639006492	ENSG00000235812
53616	ADAM22	-2.07126134268774	0.370284883477876	NA	-0.895939860972973	ENSG00000008277
8745	ADAM23	-0.689514762677452	0.027280578658166	0.27925350013824	-2.20747948549068	ENSG00000114948
10863	ADAM28	0.421260348398204	0.000744735536091843	0.0262782124308642	3.37255742931593	ENSG00000042980
11086	ADAM29	-1.92702583165142	0.601034442331075	NA	-0.522913510394477	ENSG00000168594
11085	ADAM30	NA	NA	NA	NA	ENSG00000134249
203102	ADAM32	-1.96482922071602	0.00631799917881934	NA	-2.730804218862	ENSG00000197140
203102	ADAM32	-1.96482922071602	0.00631799917881934	NA	-2.730804218862	ENSG00000275594
80332	ADAM33	NA	NA	NA	NA	ENSG00000149451
1587	ADAM3A	NA	NA	NA	NA	ENSG00000197475
255926	ADAM5	NA	NA	NA	NA	ENSG00000196115
8755	ADAM6	NA	NA	NA	NA	ENSG00000271968
8756	ADAM7	NA	NA	NA	NA	ENSG00000069206
101	ADAM8	1.01426869078107	1.94060245024854e-07	1.92408327236626e-05	5.20493909241948	ENSG00000151651
8754	ADAM9	-0.0545415725410003	0.535771101998942	0.871466526724589	-0.619220510192318	ENSG00000168615
8754	ADAM9	-0.0545415725410003	0.535771101998942	0.871466526724589	-0.619220510192318	ENSG00000282230
27299	ADAMDEC1	NA	NA	NA	NA	ENSG00000134028
